"","FileName","SourceFile","ExifToolVersion","Directory","FileSize","FileModifyDate","FileAccessDate","FileCreateDate","FilePermissions","FileType","FileTypeExtension","MIMEType","JFIFVersion","ResolutionUnit","XResolution","YResolution","ImageWidth","ImageHeight","EncodingProcess","BitsPerSample","ColorComponents","YCbCrSubSampling","ImageSize","Megapixels","image_class","latitude","longitude","datetime"
"938","8723265146_cc30e4db84_k.jpg","8723265146_cc30e4db84_k.jpg",11.4,".",379750,"2020:08:28 17:28:15-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"939","8723265710_062cbc73ec_k.jpg","8723265710_062cbc73ec_k.jpg",11.4,".",166811,"2020:08:28 17:23:03-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"940","8723266136_da1e66b37d_k.jpg","8723266136_da1e66b37d_k.jpg",11.4,".",273938,"2020:08:28 17:27:15-04:00","2020:08:30 11:53:15-04:00","2020:08:30 11:53:15-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"941","8723266482_c48c755276_k.jpg","8723266482_c48c755276_k.jpg",11.4,".",225409,"2020:08:28 17:22:46-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"942","8723267962_02c8fad48a_k.jpg","8723267962_02c8fad48a_k.jpg",11.4,".",379450,"2020:08:28 17:30:26-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"943","8723268552_5e3d75a9af_k.jpg","8723268552_5e3d75a9af_k.jpg",11.4,".",382294,"2020:08:28 17:28:25-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"944","8723271848_d0de24d4a9_k.jpg","8723271848_d0de24d4a9_k.jpg",11.4,".",348720,"2020:08:28 17:21:14-04:00","2020:08:30 11:53:27-04:00","2020:08:30 11:53:27-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"crabeater",NA,NA,NA
"945","8723274566_27b6835088_k.jpg","8723274566_27b6835088_k.jpg",11.4,".",371129,"2020:08:28 17:25:17-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"946","8723275018_a11f152f37_k.jpg","8723275018_a11f152f37_k.jpg",11.4,".",396873,"2020:08:28 17:25:55-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1312,0,8,3,"2 2","2047 1312",2.685664,"NonSeal",NA,NA,NA
"947","8723277208_8a532e0fc4_k.jpg","8723277208_8a532e0fc4_k.jpg",11.4,".",520838,"2020:08:28 17:26:29-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"948","8723277812_ab5b5821c6_k.jpg","8723277812_ab5b5821c6_k.jpg",11.4,".",355040,"2020:08:28 17:25:01-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"949","8723279854_897eb052b2_k.jpg","8723279854_897eb052b2_k.jpg",11.4,".",477456,"2020:08:28 17:26:17-04:00","2020:08:30 11:53:25-04:00","2020:08:30 11:53:25-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2047,1356,0,8,3,"2 2","2047 1356",2.775732,"NonSeal",NA,NA,NA
"950","8723326424_b7f7e88f2f_k.jpg","8723326424_b7f7e88f2f_k.jpg",11.4,".",476990,"2020:08:28 17:28:11-04:00","2020:08:30 11:53:15-04:00","2020:08:30 11:53:15-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,2048,1741,0,8,3,"2 2","2048 1741",3.565568,"NonSeal",NA,NA,NA
"951","9014395031_ac6218bce0_b.jpg","9014395031_ac6218bce0_b.jpg",11.4,".",73809,"2020:08:28 17:29:04-04:00","2020:08:30 11:53:14-04:00","2020:08:30 11:53:14-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1024,576,0,8,3,"2 2","1024 576",0.589824,"elephant",NA,NA,NA
"952","9015585606_147578f942_b.jpg","9015585606_147578f942_b.jpg",11.4,".",61009,"2020:08:28 17:23:46-04:00","2020:08:30 11:53:12-04:00","2020:08:30 11:53:12-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1024,576,0,8,3,"2 2","1024 576",0.589824,"crabeater",NA,NA,NA
"953","9039955531_9c60917971_b.jpg","9039955531_9c60917971_b.jpg",11.4,".",53695,"2020:08:28 17:26:42-04:00","2020:08:30 11:53:19-04:00","2020:08:30 11:53:19-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1024,576,0,8,3,"2 2","1024 576",0.589824,"leopard",NA,NA,NA
"954","9042275900_31ebb4a98f_b.jpg","9042275900_31ebb4a98f_b.jpg",11.4,".",48298,"2020:08:28 17:28:44-04:00","2020:08:30 11:53:19-04:00","2020:08:30 11:53:19-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1024,576,0,8,3,"2 2","1024 576",0.589824,"leopard",NA,NA,NA
"955","9083791318_e3a8371cc5_b.jpg","9083791318_e3a8371cc5_b.jpg",11.4,".",53115,"2020:08:28 17:24:49-04:00","2020:08:30 11:53:19-04:00","2020:08:30 11:53:19-04:00",666,"JPEG","JPG","image/jpeg","1 1",0,1,1,1023,682,0,8,3,"2 2","1023 682",0.697686,"leopard",NA,NA,NA
